Country Name,"Series Name","2020","2021","2022","2023"
Cuba,"GDP per capita growth (annual %)","-10.8230104813757","1.65241614088968","2.17589201000369",".."
Cuba,"Inflation, consumer prices (annual %)","..","..","..",".."
Cuba,"Gini index","..","..","..",".."
Cuba,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Curacao,"GDP (constant 2015 US$)","2320226839.95601","2417676367.23416","2608672800.24566",".."
Curacao,"GDP per capita (constant 2015 US$)","14974.3256723655","15867.2457470625","17391.6157780585",".."
Curacao,"GDP per capita growth (annual %)","-16.7192189319402","5.96300691085459","9.60702352062721",".."
Curacao,"Inflation, consumer prices (annual %)","..","..","..",".."
Curacao,"Gini index","..","..","..",".."
Curacao,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Cyprus,"GDP (constant 2015 US$)","24152615030.3649","26546456011.9976","27889209738.7815","28577218405.2537"
Cyprus,"GDP per capita (constant 2015 US$)","27076.740234375","29484.400390625","30556.71875","30768.919921875"
Cyprus,"GDP per capita growth (annual %)","-4.53190495516537","8.89198392527508","3.63690349828248","0.694447455269341"
Cyprus,"Inflation, consumer prices (annual %)","-0.638422797978959","2.44608867175474","8.39548297993334","3.54134188751663"
Cyprus,"Gini index","31.7","31.3","..",".."
Cyprus,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Czechia,"GDP (constant 2015 US$)","203773728339.855","211013852329.895","215974795467.249","215302078357.64"
Czechia,"GDP per capita (constant 2015 US$)","19048.0868543829","20085.5160696325","20237.2945527073","19800.27922057"
Czechia,"GDP per capita growth (annual %)","-5.73252689432169","5.4463696180117","0.75566135591751","-2.15945531157405"
Czechia,"Inflation, consumer prices (annual %)","3.16129528497801","3.83984491500146","15.1001651468371","10.6612601372426"
Czechia,"Gini index","26.2","26.2","..",".."
Czechia,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Denmark,"GDP (constant 2015 US$)","324538552442.96","346751664744.814","356222057631.887","362953266629.809"
Denmark,"GDP per capita (constant 2015 US$)","55653.587445315","59205.6466881475","60345.5573176803","61031.8137139511"
Denmark,"GDP per capita growth (annual %)","-2.70866841979111","6.38244434165682","1.92534106676851","1.13721113330374"
Denmark,"Inflation, consumer prices (annual %)","0.420711974110115","1.8530454398968","7.6965669988926","3.30517811237606"
Denmark,"Gini index","27.5","28.3","..",".."
Denmark,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Djibouti,"GDP (constant 2015 US$)","3068599693.60668","3207372442.69767","3326961776.90297","3549091358.52375"
Djibouti,"GDP per capita (constant 2015 US$)","2814.82622084057","2901.13711251222","2968.25154583978","3122.94931037635"
Djibouti,"GDP per capita growth (annual %)","-0.185692485036796","3.06629556853677","2.31338370868816","5.21174712275938"
Djibouti,"Inflation, consumer prices (annual %)","1.7774078380617","1.18191775339802","5.17980847967061","1.49506816515088"
Djibouti,"Gini index","..","..","..",".."
Djibouti,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","2.5","2.5","2.5","2.5"
Dominica,"GDP (constant 2015 US$)","472749937.548637","505325005.612993","533540061.078087","558681739.570186"
Dominica,"GDP per capita (constant 2015 US$)","6566.42735674195","6978.47049678221","7335.19475752488","7648.98329093903"
Dominica,"GDP per capita growth (annual %)","-17.2608977709225","6.27499731063348","5.1117828886309","4.27784869777648"
Dominica,"Inflation, consumer prices (annual %)","-0.727116412668203","1.4831944499819","7.7806152516404","3.48115800447626"
Dominica,"Gini index","..","..","..",".."
Dominica,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","3.5","3.5","3.5","3.5"
Dominican Republic,"GDP (constant 2015 US$)","83287066903.7897","93508047621.0655","98050971574.0699","100365578190.532"
Dominican Republic,"GDP per capita (constant 2015 US$)","7571.78282025612","8410.60584349772","8732.08073884782","8856.06866323606"
Dominican Republic,"GDP per capita growth (annual %)","-7.71905867915002","11.0782763208364","3.82225610535107","1.41991271148738"
Dominican Republic,"Inflation, consumer prices (annual %)","3.78103179915517","8.24300347981809","8.81109209279587","4.78561281021135"
Dominican Republic,"Gini index","39.6","38.5","37",".."
Dominican Republic,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Ecuador,"GDP (constant 2015 US$)","93971273121.5556","103197765280.136","109581722560.167","112162610913.166"
Ecuador,"GDP per capita (constant 2015 US$)","5342.73903751582","5798.36443701443","6087.53527916046","6166.00475903588"
Ecuador,"GDP per capita growth (annual %)","-10.5085169022973","8.52793663136605","4.98711050826812","1.28901889314781"
Ecuador,"Inflation, consumer prices (annual %)","-0.338872392562139","0.133251386096389","3.46616972213077","2.21568764237058"
Ecuador,"Gini index","47.3","45.8","45.5","44.6"
Ecuador,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
"Egypt, Arab Rep.","GDP (constant 2015 US$)","412213064649.318","425777537422.235","453827104224.859","470886489666.426"
"Egypt, Arab Rep.","GDP per capita (constant 2015 US$)","3835.78421490004","3896.8428528144","4088.89704539565","4177.61445981918"
"Egypt, Arab Rep.","GDP per capita growth (annual %)","1.7709687318852","1.59181628823583","4.92845618453779","2.16971504634562"
"Egypt, Arab Rep.","Inflation, consumer prices (annual %)","5.04493288977539","5.21404940513043","13.8956609775178","33.8847763115546"
"Egypt, Arab Rep.","Gini index","..","..","..",".."
"Egypt, Arab Rep.","CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
El Salvador,"GDP (constant 2015 US$)","23744951345.511","26571731219.3539","27315620697.1628","28274665875.3002"
El Salvador,"GDP per capita (constant 2015 US$)","3773.39367367062","4208.2718463661","4310.91079863158","4442.24965962778"
El Salvador,"GDP per capita growth (annual %)","-8.07626916563888","11.5248556155141","2.43898103574529","3.0466615323586"
El Salvador,"Inflation, consumer prices (annual %)","-0.371590212324095","3.46692585313082","7.19861615609867","4.04554694222477"
El Salvador,"Gini index","..","39","38.8",".."
El Salvador,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Equatorial Guinea,"GDP (constant 2015 US$)","9569759527.14748","9652085293.25754","10010757805.2532","9440987169.35728"
Equatorial Guinea,"GDP per capita (constant 2015 US$)","5995.90584446184","5905.34479962112","5976.90010750037","5506.00504082549"
Equatorial Guinea,"GDP per capita growth (annual %)","-7.3572284174536","-1.51038137005381","1.21170414780588","-7.87858351662859"
Equatorial Guinea,"Inflation, consumer prices (annual %)","4.76669523944228","-0.0971007664640198","4.78671704710803",".."
Equatorial Guinea,"Gini index","..","..","..",".."
Equatorial Guinea,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Eritrea,"GDP (constant 2015 US$)","..","..","..",".."
Eritrea,"GDP per capita (constant 2015 US$)","..","..","..",".."
Eritrea,"GDP per capita growth (annual %)","..","..","..",".."
Eritrea,"Inflation, consumer prices (annual %)","..","..","..",".."
Eritrea,"Gini index","..","..","..",".."
Eritrea,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","2","2","2","2"
Estonia,"GDP (constant 2015 US$)","26711487337.3844","28647890228.5441","28515822690.1473","27658753938.9875"
Estonia,"GDP per capita (constant 2015 US$)","20091.0457573356","21524.6836266196","21140.9972199425","20245.2033973271"
Estonia,"GDP per capita growth (annual %)","-1.16086940794079","7.13570556057577","-1.78254144559237","-4.23723542128097"
Estonia,"Inflation, consumer prices (annual %)","-0.44453109767983","4.65316673847473","19.3982634080616","9.15922507983982"
Estonia,"Gini index","30.7","31.8","..",".."
Estonia,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Eswatini,"GDP (constant 2015 US$)","4336136540.79741","4799396094.979","4822230150.09178","5055738006.20626"
Eswatini,"GDP per capita (constant 2015 US$)","3672.65334987563","4025.4238297996","4012.94044961743","4175.45932119359"
Eswatini,"GDP per capita growth (annual %)","-2.48029970534307","9.60533016098344","-0.310113436745482","4.04987000471557"
Eswatini,"Inflation, consumer prices (annual %)","..","..","..",".."
Eswatini,"Gini index","..","..","..",".."
Eswatini,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Ethiopia,"GDP (constant 2015 US$)","95071775775.7639","100435279209.681","105779617467.591","112653319434.836"
Ethiopia,"GDP per capita (constant 2015 US$)","811.255539909268","834.991291370409","857.34870016285","890.349617187314"
Ethiopia,"GDP per capita growth (annual %)","3.28084798420211","2.92580454535896","2.67756191274128","3.84918260425373"
Ethiopia,"Inflation, consumer prices (annual %)","20.3563468559061","26.8395221557722","33.8898797100898","30.2188278135278"
Ethiopia,"Gini index","..","..","..",".."
Ethiopia,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","3.5","3","3.5","3.5"
Faroe Islands,"GDP (constant 2015 US$)","2843437737.68997","3007093233.39562","3169430571.88205",".."
Faroe Islands,"GDP per capita (constant 2015 US$)","54248.5497985303","56856.6853862924","59699.2008265596",".."
Faroe Islands,"GDP per capita growth (annual %)","-3.30021424193171","4.80775172322258","4.99943924088213",".."
Faroe Islands,"Inflation, consumer prices (annual %)","..","..","..",".."
Faroe Islands,"Gini index","..","..","..",".."
Faroe Islands,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Fiji,"GDP (constant 2015 US$)","4327208912.29647","4115996279.01139","4939873198.82997","5336367607.30208"
Fiji,"GDP per capita (constant 2015 US$)","4701.3314678446","4451.60259894592","5313.02843815538","5698.96420483469"
Fiji,"GDP per capita growth (annual %)","-17.2162605505716","-5.31187538268118","19.3509150932167","7.26395070479431"
Fiji,"Inflation, consumer prices (annual %)","-2.5952432588738","0.155855722131516","4.52019266394958",".."
Fiji,"Gini index","..","..","..",".."
Fiji,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","4","4","4","4"
Finland,"GDP (constant 2015 US$)","248745023487.891","255804854010.937","259221044201.172","256537132518.75"
Finland,"GDP per capita (constant 2015 US$)","44984.7344505487","46165.6865537387","46655.1653624268","45939.2916450135"
Finland,"GDP per capita growth (annual %)","-2.49512296758466","2.62522857501395","1.06026541621638","-1.53439326996747"
Finland,"Inflation, consumer prices (annual %)","0.290554555653239","2.19457432340007","7.12350773301402","6.25064322154763"
Finland,"Gini index","27.1","27.7","..",".."
Finland,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
France,"GDP (constant 2015 US$)","2419492808873.4","2575192242890.61","2638406985036.32","2656973944325.35"
France,"GDP per capita (constant 2015 US$)","35806.6178917772","38002.1942362252","38816.4792795643","38975.5766157236"
France,"GDP per capita growth (annual %)","-7.7910085087493","6.13176131597774","2.14273164932905","0.409870599065499"
France,"Inflation, consumer prices (annual %)","0.476498852725066","1.64233141038385","5.22236748369735","4.87835726508441"
France,"Gini index","30.7","31.5","..",".."
France,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
French Polynesia,"GDP (constant 2015 US$)","5531635723.06513","5647511817.96257","5899733908.23199",".."
French Polynesia,"GDP per capita (constant 2015 US$)","18321.5279645771","18575.386202645","19262.6131998341",".."
French Polynesia,"GDP per capita growth (annual %)","-7.72920563707365","1.38557350980042","3.6996646513398",".."
French Polynesia,"Inflation, consumer prices (annual %)","..","..","..",".."
French Polynesia,"Gini index","..","..","..",".."
French Polynesia,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Gabon,"GDP (constant 2015 US$)","15176119359.5533","15398898313.8373","15855897831.7794","16214753599.299"
Gabon,"GDP per capita (constant 2015 US$)","6619.68860295977","6577.41177152079","6637.06610644966","6654.75657105081"
Gabon,"GDP per capita growth (annual %)","-3.96955863426069","-0.638652872887107","0.906957584549687","0.266540430928643"
Gabon,"Inflation, consumer prices (annual %)","1.35276110675333","1.0869074651941","4.23124798274579","3.62901534185376"
Gabon,"Gini index","..","..","..",".."
Gabon,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
"Gambia, The","GDP (constant 2015 US$)","1687449652.95674","1776141480.12272","1863488944.31064","1962179256.1583"
"Gambia, The","GDP per capita (constant 2015 US$)","655.576119206423","672.802271027834","688.65279140169","707.558740097353"
"Gambia, The","GDP per capita growth (annual %)","-1.95308366905797","2.62763565003918","2.35589578935888","2.74535280067363"
"Gambia, The","Inflation, consumer prices (annual %)","5.93127636562441","7.37034758876618","11.5131198380506","16.9742129632326"
"Gambia, The","Gini index","38.8","..","..",".."
"Gambia, The","CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","3.5","3.5","3.5","3.5"
Georgia,"GDP (constant 2015 US$)","17346401920.57","19192793472.268","21296041913.2144","22887810113.8316"
Georgia,"GDP per capita (constant 2015 US$)","4659.60925318234","5175.19865185825","5736.30449578597","6086.59268816499"
Georgia,"GDP per capita growth (annual %)","-6.35478715206467","11.0650780067831","10.8422088053808","6.10651322007658"
Georgia,"Inflation, consumer prices (annual %)","5.2024648897534","9.56691433824769","11.8981654203198","2.48776056578715"
Georgia,"Gini index","34.5","34.2","33.5",".."
Georgia,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Germany,"GDP (constant 2015 US$)","3459656323000.82","3569113619670.71","3633579269920.31","3622499230389.37"
Germany,"GDP per capita (constant 2015 US$)","41601.9731563516","42900.0225187383","43361.1771204321","42878.8118385764"
Germany,"GDP per capita growth (annual %)","-3.90530358342936","3.12016297281919","1.07495188724516","-1.11243585596384"
Germany,"Inflation, consumer prices (annual %)","0.144877925813982","3.06666666666673","6.87257438551097","5.94643667725823"
Germany,"Gini index","32.4","..","..",".."
Germany,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Ghana,"GDP (constant 2015 US$)","62786037290.3279","65973349399.4486","68491885061.4641","70508824388.0172"
Ghana,"GDP per capita (constant 2015 US$)","1951.06447835525","2009.35909326948","2046.00761866575","2066.37522371624"
Ghana,"GDP per capita growth (annual %)","-1.5416365263868","2.98783641242667","1.82389128548645","0.995480410956318"
Ghana,"Inflation, consumer prices (annual %)","9.88728956269944","9.9710886750444","31.2558951049016","38.1069656296501"
Ghana,"Gini index","..","..","..",".."
Ghana,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","4","4","4","4"
Gibraltar,"GDP (constant 2015 US$)","..","..","..",".."
Gibraltar,"GDP per capita (constant 2015 US$)","..","..","..",".."
Gibraltar,"GDP per capita growth (annual %)","..","..","..",".."
Gibraltar,"Inflation, consumer prices (annual %)","..","..","..",".."
Gibraltar,"Gini index","..","..","..",".."
Gibraltar,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Greece,"GDP (constant 2015 US$)","184906515414.099","200401577457.978","211538468429.431","215793609025.322"
Greece,"GDP per capita (constant 2015 US$)","17283.2457234913","18960.8905812875","20287.7253030767","20826.8955787208"
Greece,"GDP per capita growth (annual %)","-9.1216270466723","9.70676969266229","6.99774473198337","2.65761817842774"
Greece,"Inflation, consumer prices (annual %)","-1.24798355581405","1.22382501019854","9.64525981280632","3.46480128513405"
Greece,"Gini index","33.6","32.9","..",".."
Greece,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Greenland,"GDP (constant 2015 US$)","2713483852.17536","2748493505.41834","..",".."
Greenland,"GDP per capita (constant 2015 US$)","48139.5825957628","48514.5271286311","..",".."
Greenland,"GDP per capita growth (annual %)","-0.0647842810666504","0.778869513715492","..",".."
Greenland,"Inflation, consumer prices (annual %)","..","..","..",".."
Greenland,"Gini index","..","..","..",".."
Greenland,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Grenada,"GDP (constant 2015 US$)","978809798.804488","1024691294.44286","1099706286.21882","1152594316.56766"
Grenada,"GDP per capita (constant 2015 US$)","7915.13871412215","8223.18669804078","8766.93096365395","9134.30744686415"
Grenada,"GDP per capita growth (annual %)","-14.4114869434991","3.89188357961443","6.61233029942913","4.19047993799965"
Grenada,"Inflation, consumer prices (annual %)","-0.740732597045498","1.21951193916838","2.5805392590792","2.69612269814564"
Grenada,"Gini index","..","..","..",".."
Grenada,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","4","4","4","4"
Guam,"GDP (constant 2015 US$)","5332547224.74977","5442300818.9263","5719850773.43039",".."
Guam,"GDP per capita (constant 2015 US$)","31510.4633592532","31913.2889566086","33298.6992992559",".."
Guam,"GDP per capita growth (annual %)","-10.8398117152108","1.27838677826735","4.34117067824317",".."
Guam,"Inflation, consumer prices (annual %)","..","..","..",".."
Guam,"Gini index","..","..","..",".."
Guam,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Guatemala,"GDP (constant 2015 US$)","69526185112.429","75089954137.2623","78182161579.3105","80906407059.0999"
Guatemala,"GDP per capita (constant 2015 US$)","4124.14353853545","4388.72407207344","4504.12922283915","4596.32007982874"
Guatemala,"GDP per capita growth (annual %)","-3.27332196778804","6.41540555186262","2.62958319708591","2.04680754988371"
Guatemala,"Inflation, consumer prices (annual %)","3.21444062197345","4.26105127422813","6.88512823344287","6.20657592272132"
Guatemala,"Gini index","..","..","..",".."
Guatemala,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Guinea,"GDP (constant 2015 US$)","12669445996.7359","13163554390.6704","13782241447.0119","14755537829.1561"
Guinea,"GDP per capita (constant 2015 US$)","959.43197301356","972.779029847709","994.436997185642","1039.80982843842"
Guinea,"GDP per capita growth (annual %)","2.31724101111628","1.39114155141465","2.22640154376307","4.5626652448756"
Guinea,"Inflation, consumer prices (annual %)","10.6016203387167","12.5972882566934","10.4930409984424","7.80497591927973"
Guinea,"Gini index","..","..","..",".."
Guinea,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","4","4","4","4"
Guinea-Bissau,"GDP (constant 2015 US$)","1399546349.72358","1489116653.06068","1551659407.02523","1617578278.9288"
Guinea-Bissau,"GDP per capita (constant 2015 US$)","694.278653597221","722.619244944212","736.932210638485","752.067459594336"
Guinea-Bissau,"GDP per capita growth (annual %)","-0.784498727073895","4.08201969053077","1.98070640858421","2.05381834819494"
Guinea-Bissau,"Inflation, consumer prices (annual %)","1.14000939393213","2.24248879577659","9.39383877456591",".."
Guinea-Bissau,"Gini index","..","33.4","..",".."
Guinea-Bissau,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","2.5","2.5","3","3"
Guyana,"GDP (constant 2015 US$)","7275896377.20418","8731623508.24726","14270953618.8731","18982777676.3958"
Guyana,"GDP per capita (constant 2015 US$)","9126.79142451246","10852.5747492095","17646.2159234068","23325.1224161142"
Guyana,"GDP per capita growth (annual %)","43.7587992099722","18.9089817486352","62.5993492898276","32.182007277688"
Guyana,"Inflation, consumer prices (annual %)","0.99333702283873","5.03285574626702","6.11505550109935","2.82110335099641"
Guyana,"Gini index","..","..","..",".."
Guyana,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","3","3","3","3"
Haiti,"GDP (constant 2015 US$)","14973407477.2561","14704149691.2104","14456828250.6294","14187369712.6764"
Haiti,"GDP per capita (constant 2015 US$)","1324.28327669834","1284.47792637986","1247.89238171765","1210.03466873287"
Haiti,"GDP per capita growth (annual %)","-4.55718543669329","-3.00580329140145","-2.84828130642339","-3.03373219833837"
Haiti,"Inflation, consumer prices (annual %)","22.7963113642528","16.8415240198785","33.98393194707","36.8135162780854"
Haiti,"Gini index","..","..","..",".."
Haiti,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","2.5","2.5","2.5","2"
Honduras,"GDP (constant 2015 US$)","22156260473.8169","24940257609.6892","25973672631.7766","26904206369.3728"
Honduras,"GDP per capita (constant 2015 US$)","2188.97246199273","2426.48574354035","2489.60233644241","2539.61859281938"
Honduras,"GDP per capita growth (annual %)","-10.4305071089027","10.8504463017043","2.60115243083914","2.00900584181021"
Honduras,"Inflation, consumer prices (annual %)","3.46841177951184","4.48087963413445","9.08963911525025","6.66325180347457"
Honduras,"Gini index","..","..","..",".."
Honduras,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","3.5","3.5","3.5","3.5"
"Hong Kong SAR, China","GDP (constant 2015 US$)","310097073539.271","330111969064.701","317961363117.443","328183995725.401"
"Hong Kong SAR, China","GDP per capita (constant 2015 US$)","41451.2863974431","44530.8938318249","43283.0159019674","43548.253834928"
"Hong Kong SAR, China","GDP per capita growth (annual %)","-6.20873463836189","7.42946166942563","-2.802274606412","0.612799102450083"
"Hong Kong SAR, China","Inflation, consumer prices (annual %)","0.2509620210808","1.56875834445922","1.88136707196853","2.09660511249089"
"Hong Kong SAR, China","Gini index","..","..","..",".."
"Hong Kong SAR, China","CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Hungary,"GDP (constant 2015 US$)","140770787502.349","150710923361.943","157618619387.289","156187937314.849"
Hungary,"GDP per capita (constant 2015 US$)","14437.8088480852","15521.3815852251","16345.3110870432","16286.7593347282"
Hungary,"GDP per capita growth (annual %)","-4.28140735132469","7.50510516201774","5.30835156196619","-0.358217423964163"
Hungary,"Inflation, consumer prices (annual %)","3.32674385766738","5.11096534382855","14.6081439492433","17.1249659678737"
Hungary,"Gini index","29.7","29.2","..",".."
Hungary,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Iceland,"GDP (constant 2015 US$)","19291243912.7068","20284495162.3436","22086023602.2883","22983555206.4697"
Iceland,"GDP per capita (constant 2015 US$)","52641.7234828803","54452.0969675282","57816.3616576004","58393.1788782259"
Iceland,"GDP per capita growth (annual %)","-8.43869801113058","3.43904675772384","6.17839326202336","0.99767125444788"
Iceland,"Inflation, consumer prices (annual %)","2.84792401518665","4.44423970189739","8.3087551155892","8.73630299937298"
Iceland,"Gini index","..","..","..",".."
Iceland,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
India,"GDP (constant 2015 US$)","2533830417085.77","2779348258937.5","2973542414789.3","3199055012896.79"
India,"GDP per capita (constant 2015 US$)","1814.56156970557","1974.58060231807","2098.22093124628","2239.25036295254"
India,"GDP per capita growth (annual %)","-6.6734705465819","8.81860584308893","6.2615994901934","6.72138141442038"
India,"Inflation, consumer prices (annual %)","6.62343677628535","5.13140747176369","6.69903414079852","5.64914318907925"
India,"Gini index","33.8","32.8","..",".."
India,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Indonesia,"GDP (constant 2015 US$)","1027656193885.38","1065709127396.86","1122270779815.14","1178924195813.57"
Indonesia,"GDP per capita (constant 2015 US$)","3780.12163441585","3892.95599990599","4073.55834962073","4247.85315520073"
Indonesia,"GDP per capita growth (annual %)","-2.88509409342301","2.9849400734317","4.6392086044409","4.27868685362591"
Indonesia,"Inflation, consumer prices (annual %)","1.9209680056685","1.56012990525673","4.20946383402165","3.67013142377007"
Indonesia,"Gini index","35.3","35.5","35.5","36.1"
Indonesia,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
"Iran, Islamic Rep.","GDP (constant 2015 US$)","448766282369.436","469947053431.511","487695221421.966","511846684554.594"
"Iran, Islamic Rep.","GDP per capita (constant 2015 US$)","5141.08477649301","5344.95802474488","5507.53339500769","5739.9439512132"
"Iran, Islamic Rep.","GDP per capita growth (annual %)","2.47089226742992","3.96556869056239","3.04165850339986","4.21986649079942"
"Iran, Islamic Rep.","Inflation, consumer prices (annual %)","30.5941390387295","43.3890162681514","43.4884641742179","44.5791857572797"
"Iran, Islamic Rep.","Gini index","35.8","35.5","34.8",".."
"Iran, Islamic Rep.","CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Iraq,"GDP (constant 2015 US$)","177479307669.569","180145367592.772","193908133926.674","188215848693.258"
Iraq,"GDP per capita (constant 2015 US$)","4170.39204821397","4138.07727128907","4357.86592653341","4136.19753038504"
Iraq,"GDP per capita growth (annual %)","-14.0902346467683","-0.774861848749637","5.311371461555","-5.08662725942806"
Iraq,"Inflation, consumer prices (annual %)","0.574162679425795","6.04186489058044","4.99476596381044",".."
Iraq,"Gini index","..","..","..",".."
Iraq,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Ireland,"GDP (constant 2015 US$)","396047264524.218","455950283775.422","498960174855.63","482999506836.712"
Ireland,"GDP per capita (constant 2015 US$)","79441.7086843532","90589.1967310069","97316.8775085729","91783.4370132598"
Ireland,"GDP per capita growth (annual %)","5.52561234818658","14.0322863534396","7.42658177833613","-5.68600291848209"
Ireland,"Inflation, consumer prices (annual %)","-0.326183651280033","2.34034113447044","7.82945736434105","6.29942487419125"
Ireland,"Gini index","29.2","30.1","..",".."
Ireland,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Isle of Man,"GDP (constant 2015 US$)","7279527750.17696","7558904135.25498","..",".."
Isle of Man,"GDP per capita (constant 2015 US$)","86613.6133804936","89706.0884997565","..",".."
Isle of Man,"GDP per capita growth (annual %)","-8.95938646502685","3.57042617039616","..",".."
Isle of Man,"Inflation, consumer prices (annual %)","..","..","..",".."
Isle of Man,"Gini index","..","..","..",".."
Isle of Man,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Israel,"GDP (constant 2015 US$)","351802608893.272","382099815616.826","408208262853.223","416360345096.694"
Israel,"GDP per capita (constant 2015 US$)","38176.7543372587","40772.9704864616","42710.7782216294","42674.3002343717"
Israel,"GDP per capita growth (annual %)","-3.57303741945609","6.80051563909181","4.75267735474706","-0.0854069833810911"
Israel,"Inflation, consumer prices (annual %)","-0.61441235846577","1.51020047690539","4.39359665912654","4.22535211267609"
Israel,"Gini index","37.8","37.9","..",".."
Israel,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Italy,"GDP (constant 2015 US$)","1746018467621.33","1891116791113.44","1966494766925.43","1984600131128.51"
Italy,"GDP per capita (constant 2015 US$)","29375.037340835","31980.6412402973","33364.1090461331","33774.0201855238"
Italy,"GDP per capita growth (annual %)","-8.52972827622958","8.87012965883184","4.32595392769208","1.22859908779216"
Italy,"Inflation, consumer prices (annual %)","-0.13770757391651","1.87378325762481","8.20128991161718","5.62219442195901"
Italy,"Gini index","35.2","34.8","..",".."
Italy,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Jamaica,"GDP (constant 2015 US$)","13452615521.9861","14071627468.5505","14806380290.2635","15132129758.4763"
Jamaica,"GDP per capita (constant 2015 US$)","4769.69359417696","4976.35970942781","5236.79024419576","5355.4748248395"
Jamaica,"GDP per capita growth (annual %)","-10.133126744459","4.33290128957455","5.2333542986164","2.26636116990333"
Jamaica,"Inflation, consumer prices (annual %)","5.2267777929352","5.86278242801063","10.3495688391272","6.47413734662063"
Jamaica,"Gini index","..","40.2","..",".."
Jamaica,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Japan,"GDP (constant 2015 US$)","4375044252274.51","4487015645273.13","4529854841042.58","4616966465093.54"
Japan,"GDP per capita (constant 2015 US$)","34650.7967802766","35701.4542716142","36202.639274898","37079.1092202813"
Japan,"GDP per capita growth (annual %)","-3.86470966963243","3.0321308280439","1.40382237505176","2.42101118299132"
Japan,"Inflation, consumer prices (annual %)","-0.024995834027731","-0.233352779398264","2.49770278172255","3.26813365933163"
Japan,"Gini index","..","..","..",".."
Japan,"CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","..","..","..",".."
Jordan,"GDP (constant 2015 US$)","41362613665.9359","42874682706.305","43915711431.5583","45064321343.9393"
